Wavelength	n	k
2.16638	1.43562	0.00005
2.16826	1.43559	0.00005
2.17014	1.43556	0.00005
2.17202	1.43553	0.00005
2.17391	1.43551	0.00005
2.17581	1.43548	0.00005
2.1777	1.43545	0.00005
2.1796	1.43542	0.00005
2.1815	1.4354	0.00005
2.18341	1.43537	0.00005
2.18531	1.43534	0.00005
2.18723	1.43531	0.00005
2.18914	1.43528	0.00005
2.19106	1.43525	0.00005
2.19298	1.43523	0.00005
2.19491	1.4352	0.00005
2.19684	1.43517	0.00005
2.19877	1.43514	0.00005
2.2007	1.43511	0.00005
2.20264	1.43508	0.00005
2.20459	1.43505	0.00005
2.20653	1.43503	0.00005
2.20848	1.435	0.00005
2.21043	1.43497	0.00005
2.21239	1.43494	0.00005
2.21435	1.43491	0.00005
2.21631	1.43488	0.00005
2.21828	1.43485	0.00005
2.22025	1.43482	0.00005
2.22222	1.43479	0.00005
2.2242	1.43476	0.00005
2.22618	1.43473	0.00005
2.22816	1.4347	0.00005
2.23015	1.43467	0.00005
2.23214	1.43464	0.00005
2.23414	1.43461	0.00005
2.23614	1.43458	0.00005
2.23814	1.43455	0.00005
2.24014	1.43452	0.00005
2.24215	1.43449	0.00005
2.24417	1.43446	0.00006
2.24618	1.43443	0.00006
2.2482	1.4344	0.00006
2.25023	1.43437	0.00006
2.25225	1.43434	0.00006
2.25428	1.43431	0.00006
2.25632	1.43427	0.00006
2.25836	1.43424	0.00006
2.2604	1.43421	0.00006
2.26244	1.43418	0.00006
2.26449	1.43415	0.00006
2.26655	1.43412	0.00006
2.2686	1.43409	0.00006
2.27066	1.43405	0.00006
2.27273	1.43402	0.00006
2.2748	1.43399	0.00006
2.27687	1.43396	0.00006
2.27894	1.43393	0.00006
2.28102	1.43389	0.00006
2.28311	1.43386	0.00006
2.28519	1.43383	0.00006
2.28728	1.4338	0.00006
2.28938	1.43376	0.00006
2.29148	1.43373	0.00006
2.29358	1.4337	0.00006
2.29568	1.43367	0.00006
